doc_id,title,source_url,local_path,section,subsection,doc_kind,asset_count,external_embed_count,status,note
new:builder/styling/global-class-manager,Global Class Manager,https://academy-preview.bricksbuilder.io/builder/styling/global-class-manager/,corpus/bricks-academy-preview/builder/styling/global-class-manager.md,builder,builder/styling,guide,7,0,ok,
new:builder/styling/global-css-classes,Global CSS Classes,https://academy-preview.bricksbuilder.io/builder/styling/global-css-classes/,corpus/bricks-academy-preview/builder/styling/global-css-classes.md,builder,builder/styling,guide,1,1,ok,external embeds preserved as links
new:builder/styling/global-variables-manager,Global Variables Manager,https://academy-preview.bricksbuilder.io/builder/styling/global-variables-manager/,corpus/bricks-academy-preview/builder/styling/global-variables-manager.md,builder,builder/styling,guide,9,0,ok,
new:builder/styling/gradients-overlays,Gradients & Overlays,https://academy-preview.bricksbuilder.io/builder/styling/gradients-overlays/,corpus/bricks-academy-preview/builder/styling/gradients-overlays.md,builder,builder/styling,guide,0,1,ok,external embeds preserved as links
new:builder/styling/hover-styles,Hover Styles,https://academy-preview.bricksbuilder.io/builder/styling/hover-styles/,corpus/bricks-academy-preview/builder/styling/hover-styles.md,builder,builder/styling,guide,0,1,ok,external embeds preserved as links
new:builder/styling/layout,Understanding The Layout,https://academy-preview.bricksbuilder.io/builder/styling/layout/,corpus/bricks-academy-preview/builder/styling/layout.md,builder,builder/styling,guide,11,0,ok,
new:builder/styling/masonry-layout,Masonry Layout,https://academy-preview.bricksbuilder.io/builder/styling/masonry-layout/,corpus/bricks-academy-preview/builder/styling/masonry-layout.md,builder,builder/styling,guide,4,0,ok,
new:builder/styling/pseudo-classes,Styling Element States & Parts,https://academy-preview.bricksbuilder.io/builder/styling/pseudo-classes/,corpus/bricks-academy-preview/builder/styling/pseudo-classes.md,builder,builder/styling,guide,8,1,ok,external embeds preserved as links
new:builder/styling/scroll-snap,Scroll Snap,https://academy-preview.bricksbuilder.io/builder/styling/scroll-snap/,corpus/bricks-academy-preview/builder/styling/scroll-snap.md,builder,builder/styling,guide,0,1,ok,external embeds preserved as links
new:builder/styling/shape-dividers,Shape Dividers,https://academy-preview.bricksbuilder.io/builder/styling/shape-dividers/,corpus/bricks-academy-preview/builder/styling/shape-dividers.md,builder,builder/styling,guide,0,1,ok,external embeds preserved as links
new:builder/styling/theme-styles,Theme Styles,https://academy-preview.bricksbuilder.io/builder/styling/theme-styles/,corpus/bricks-academy-preview/builder/styling/theme-styles.md,builder,builder/styling,guide,1,1,ok,external embeds preserved as links
new:developer/controls/align-items-control,Align Items Control (Flexbox),https://academy-preview.bricksbuilder.io/developer/controls/align-items-control/,corpus/bricks-academy-preview/developer/controls/align-items-control.md,developer,developer/controls,control,0,0,ok,
new:developer/controls/apply-control,Apply Control,https://academy-preview.bricksbuilder.io/developer/controls/apply-control/,corpus/bricks-academy-preview/developer/controls/apply-control.md,developer,developer/controls,control,0,0,ok,
new:developer/controls/audio-control,Audio Control,https://academy-preview.bricksbuilder.io/developer/controls/audio-control/,corpus/bricks-academy-preview/developer/controls/audio-control.md,developer,developer/controls,control,0,0,ok,
new:developer/controls/background-control,Background Control,https://academy-preview.bricksbuilder.io/developer/controls/background-control/,corpus/bricks-academy-preview/developer/controls/background-control.md,developer,developer/controls,control,0,0,ok,
new:developer/controls/border-control,Border Control,https://academy-preview.bricksbuilder.io/developer/controls/border-control/,corpus/bricks-academy-preview/developer/controls/border-control.md,developer,developer/controls,control,0,0,ok,
new:developer/controls/box-shadow-control,Box Shadow Control,https://academy-preview.bricksbuilder.io/developer/controls/box-shadow-control/,corpus/bricks-academy-preview/developer/controls/box-shadow-control.md,developer,developer/controls,control,0,0,ok,
new:developer/controls/checkbox-control,Checkbox Control,https://academy-preview.bricksbuilder.io/developer/controls/checkbox-control/,corpus/bricks-academy-preview/developer/controls/checkbox-control.md,developer,developer/controls,control,0,0,ok,
new:developer/controls/code-control,Code Control,https://academy-preview.bricksbuilder.io/developer/controls/code-control/,corpus/bricks-academy-preview/developer/controls/code-control.md,developer,developer/controls,control,0,0,ok,
new:developer/controls/color-control,Color Control,https://academy-preview.bricksbuilder.io/developer/controls/color-control/,corpus/bricks-academy-preview/developer/controls/color-control.md,developer,developer/controls,control,0,0,ok,
new:developer/controls/datepicker-control,Datepicker Control,https://academy-preview.bricksbuilder.io/developer/controls/datepicker-control/,corpus/bricks-academy-preview/developer/controls/datepicker-control.md,developer,developer/controls,control,0,0,ok,
new:developer/controls/dimensions-control,Dimensions Control,https://academy-preview.bricksbuilder.io/developer/controls/dimensions-control/,corpus/bricks-academy-preview/developer/controls/dimensions-control.md,developer,developer/controls,control,0,0,ok,
new:developer/controls/direction-control,Direction Control (Flexbox),https://academy-preview.bricksbuilder.io/developer/controls/direction-control/,corpus/bricks-academy-preview/developer/controls/direction-control.md,developer,developer/controls,control,0,0,ok,
new:developer/controls/editor-control,Editor Control,https://academy-preview.bricksbuilder.io/developer/controls/editor-control/,corpus/bricks-academy-preview/developer/controls/editor-control.md,developer,developer/controls,control,0,0,ok,
new:developer/controls/element-controls,Element Controls,https://academy-preview.bricksbuilder.io/developer/controls/element-controls/,corpus/bricks-academy-preview/developer/controls/element-controls.md,developer,developer/controls,control,0,0,ok,
new:developer/controls/filters-control,Filters Control,https://academy-preview.bricksbuilder.io/developer/controls/filters-control/,corpus/bricks-academy-preview/developer/controls/filters-control.md,developer,developer/controls,control,0,0,ok,
new:developer/controls/gradient-control,Gradient Control,https://academy-preview.bricksbuilder.io/developer/controls/gradient-control/,corpus/bricks-academy-preview/developer/controls/gradient-control.md,developer,developer/controls,control,0,0,ok,
new:developer/controls/icon-control,Icon Control,https://academy-preview.bricksbuilder.io/developer/controls/icon-control/,corpus/bricks-academy-preview/developer/controls/icon-control.md,developer,developer/controls,control,0,0,ok,
new:developer/controls/image-control,Image Control,https://academy-preview.bricksbuilder.io/developer/controls/image-control/,corpus/bricks-academy-preview/developer/controls/image-control.md,developer,developer/controls,control,0,0,ok,
new:developer/controls/image-gallery-control,Image Gallery Control,https://academy-preview.bricksbuilder.io/developer/controls/image-gallery-control/,corpus/bricks-academy-preview/developer/controls/image-gallery-control.md,developer,developer/controls,control,0,0,ok,
new:developer/controls/info-control,Info Control,https://academy-preview.bricksbuilder.io/developer/controls/info-control/,corpus/bricks-academy-preview/developer/controls/info-control.md,developer,developer/controls,control,0,0,ok,
new:developer/controls/justify-content-control,Justify Content Control (Flexbox),https://academy-preview.bricksbuilder.io/developer/controls/justify-content-control/,corpus/bricks-academy-preview/developer/controls/justify-content-control.md,developer,developer/controls,control,0,0,ok,
new:developer/controls/link-control,Link Control,https://academy-preview.bricksbuilder.io/developer/controls/link-control/,corpus/bricks-academy-preview/developer/controls/link-control.md,developer,developer/controls,control,0,0,ok,
new:developer/controls/number-control,Number Control,https://academy-preview.bricksbuilder.io/developer/controls/number-control/,corpus/bricks-academy-preview/developer/controls/number-control.md,developer,developer/controls,control,0,0,ok,
new:developer/controls/query-control,Query Control,https://academy-preview.bricksbuilder.io/developer/controls/query-control/,corpus/bricks-academy-preview/developer/controls/query-control.md,developer,developer/controls,control,0,0,ok,
new:developer/controls/repeater-control,Repeater Control,https://academy-preview.bricksbuilder.io/developer/controls/repeater-control/,corpus/bricks-academy-preview/developer/controls/repeater-control.md,developer,developer/controls,control,0,0,ok,
new:developer/controls/select-control,Select Control,https://academy-preview.bricksbuilder.io/developer/controls/select-control/,corpus/bricks-academy-preview/developer/controls/select-control.md,developer,developer/controls,control,0,0,ok,
new:developer/controls/slider-control,Slider Control,https://academy-preview.bricksbuilder.io/developer/controls/slider-control/,corpus/bricks-academy-preview/developer/controls/slider-control.md,developer,developer/controls,control,0,0,ok,
new:developer/controls/svg-control,SVG Control,https://academy-preview.bricksbuilder.io/developer/controls/svg-control/,corpus/bricks-academy-preview/developer/controls/svg-control.md,developer,developer/controls,control,0,0,ok,
new:developer/controls/text-align-control,Text Align Control,https://academy-preview.bricksbuilder.io/developer/controls/text-align-control/,corpus/bricks-academy-preview/developer/controls/text-align-control.md,developer,developer/controls,control,0,0,ok,
new:developer/controls/text-control,Text Control,https://academy-preview.bricksbuilder.io/developer/controls/text-control/,corpus/bricks-academy-preview/developer/controls/text-control.md,developer,developer/controls,control,0,0,ok,
new:developer/controls/text-decoration-control,Text Decoration Control,https://academy-preview.bricksbuilder.io/developer/controls/text-decoration-control/,corpus/bricks-academy-preview/developer/controls/text-decoration-control.md,developer,developer/controls,control,0,0,ok,
new:developer/controls/text-shadow-control,Text Shadow Control,https://academy-preview.bricksbuilder.io/developer/controls/text-shadow-control/,corpus/bricks-academy-preview/developer/controls/text-shadow-control.md,developer,developer/controls,control,0,0,ok,
new:developer/controls/text-transform-control,Text Transform Control,https://academy-preview.bricksbuilder.io/developer/controls/text-transform-control/,corpus/bricks-academy-preview/developer/controls/text-transform-control.md,developer,developer/controls,control,0,0,ok,
new:developer/controls/textarea-control,Textarea Control,https://academy-preview.bricksbuilder.io/developer/controls/textarea-control/,corpus/bricks-academy-preview/developer/controls/textarea-control.md,developer,developer/controls,control,0,0,ok,
new:developer/controls/typography-control,Typography Control,https://academy-preview.bricksbuilder.io/developer/controls/typography-control/,corpus/bricks-academy-preview/developer/controls/typography-control.md,developer,developer/controls,control,0,0,ok,
new:developer/dynamic-data/create-your-own-dynamic-data-tag,Create Your Own Dynamic Data Tag,https://academy-preview.bricksbuilder.io/developer/dynamic-data/create-your-own-dynamic-data-tag/,corpus/bricks-academy-preview/developer/dynamic-data/create-your-own-dynamic-data-tag.md,developer,developer/dynamic-data,guide,1,0,ok,
new:developer/elements/create-your-own-elements,Create Your Own Elements,https://academy-preview.bricksbuilder.io/developer/elements/create-your-own-elements/,corpus/bricks-academy-preview/developer/elements/create-your-own-elements.md,developer,developer/elements,guide,0,0,ok,
new:developer/elements/nestable-elements,Nestable Elements (API),https://academy-preview.bricksbuilder.io/developer/elements/nestable-elements/,corpus/bricks-academy-preview/developer/elements/nestable-elements.md,developer,developer/elements,guide,1,0,ok,
new:developer/functions/function-bricks_render_dynamic_data,Function: bricks_render_dynamic_data,https://academy-preview.bricksbuilder.io/developer/functions/function-bricks_render_dynamic_data/,corpus/bricks-academy-preview/developer/functions/function-bricks_render_dynamic_data.md,developer,developer/functions,guide,0,0,ok,
new:developer/guides/asset-loading,Asset Loading Optimization,https://academy-preview.bricksbuilder.io/developer/guides/asset-loading/,corpus/bricks-academy-preview/developer/guides/asset-loading.md,developer,developer/guides,guide,1,1,ok,external embeds preserved as links
new:developer/guides/best-practices,Best Practices,https://academy-preview.bricksbuilder.io/developer/guides/best-practices/,corpus/bricks-academy-preview/developer/guides/best-practices.md,developer,developer/guides,guide,0,0,ok,
new:developer/guides/bricks-cli,Bricks CLI,https://academy-preview.bricksbuilder.io/developer/guides/bricks-cli/,corpus/bricks-academy-preview/developer/guides/bricks-cli.md,developer,developer/guides,guide,0,0,ok,
new:developer/guides/bricks-css-compatibility-guidelines,Bricks CSS: Compatibility guidelines,https://academy-preview.bricksbuilder.io/developer/guides/bricks-css-compatibility-guidelines/,corpus/bricks-academy-preview/developer/guides/bricks-css-compatibility-guidelines.md,developer,developer/guides,guide,1,0,ok,
new:developer/guides/child-theme,Child Theme,https://academy-preview.bricksbuilder.io/developer/guides/child-theme/,corpus/bricks-academy-preview/developer/guides/child-theme.md,developer,developer/guides,guide,0,0,ok,
new:developer/guides/converter,Converter,https://academy-preview.bricksbuilder.io/developer/guides/converter/,corpus/bricks-academy-preview/developer/guides/converter.md,developer,developer/guides,guide,1,0,ok,
new:developer/guides/custom-javascript-events-in-bricks,Custom JavaScript events in Bricks,https://academy-preview.bricksbuilder.io/developer/guides/custom-javascript-events-in-bricks/,corpus/bricks-academy-preview/developer/guides/custom-javascript-events-in-bricks.md,developer,developer/guides,guide,0,0,ok,
new:developer/hooks,Hooks List,https://academy-preview.bricksbuilder.io/developer/hooks/,corpus/bricks-academy-preview/developer/hooks.md,developer,developer/hooks,guide,0,0,ok,
new:developer/hooks/actions/action-bricks-generate_css_file,Action: bricks/generate_css_file,https://academy-preview.bricksbuilder.io/developer/hooks/actions/action-bricks-generate_css_file/,corpus/bricks-academy-preview/developer/hooks/actions/action-bricks-generate_css_file.md,developer,developer/hooks,hook,0,0,ok,
new:developer/hooks/actions/action-bricks-query-after_loop,Action: bricks/query/after_loop,https://academy-preview.bricksbuilder.io/developer/hooks/actions/action-bricks-query-after_loop/,corpus/bricks-academy-preview/developer/hooks/actions/action-bricks-query-after_loop.md,developer,developer/hooks,hook,0,0,ok,
new:developer/hooks/actions/action-bricks-query-before_loop,Action: bricks/query/before_loop,https://academy-preview.bricksbuilder.io/developer/hooks/actions/action-bricks-query-before_loop/,corpus/bricks-academy-preview/developer/hooks/actions/action-bricks-query-before_loop.md,developer,developer/hooks,hook,0,0,ok,
new:developer/hooks/actions/bricks-archive_product-after,Action: bricks/archive_product/after,https://academy-preview.bricksbuilder.io/developer/hooks/actions/bricks-archive_product-after/,corpus/bricks-academy-preview/developer/hooks/actions/bricks-archive_product-after.md,developer,developer/hooks,hook,0,0,ok,
new:developer/hooks/actions/bricks-archive_product-before,Action: bricks/archive_product/before,https://academy-preview.bricksbuilder.io/developer/hooks/actions/bricks-archive_product-before/,corpus/bricks-academy-preview/developer/hooks/actions/bricks-archive_product-before.md,developer,developer/hooks,hook,0,0,ok,
new:developer/hooks/actions/bricks-dynamic_data-after_do_action,Action: bricks/dynamic_data/after_do_action,https://academy-preview.bricksbuilder.io/developer/hooks/actions/bricks-dynamic_data-after_do_action/,corpus/bricks-academy-preview/developer/hooks/actions/bricks-dynamic_data-after_do_action.md,developer,developer/hooks,hook,0,0,ok,
new:developer/hooks/actions/bricks-dynamic_data-before_do_action,Action: bricks/dynamic_data/before_do_action,https://academy-preview.bricksbuilder.io/developer/hooks/actions/bricks-dynamic_data-before_do_action/,corpus/bricks-academy-preview/developer/hooks/actions/bricks-dynamic_data-before_do_action.md,developer,developer/hooks,hook,0,0,ok,
new:developer/hooks/actions/bricks-dynamic_data-tags_registered,Action: bricks/dynamic_data/tags_registered,https://academy-preview.bricksbuilder.io/developer/hooks/actions/bricks-dynamic_data-tags_registered/,corpus/bricks-academy-preview/developer/hooks/actions/bricks-dynamic_data-tags_registered.md,developer,developer/hooks,hook,0,0,ok,
new:developer/hooks/actions/bricks-filter_element-before_set_data_source_from_custom_field,Action: bricks/filter_element/before_set_data_source_from_custom_field,https://academy-preview.bricksbuilder.io/developer/hooks/actions/bricks-filter_element-before_set_data_source_from_custom_field/,corpus/bricks-academy-preview/developer/hooks/actions/bricks-filter_element-before_set_data_source_from_custom_field.md,developer,developer/hooks,hook,0,0,ok,
new:developer/hooks/actions/bricks-form-custom_action,Action: bricks/form/custom_action,https://academy-preview.bricksbuilder.io/developer/hooks/actions/bricks-form-custom_action/,corpus/bricks-academy-preview/developer/hooks/actions/bricks-form-custom_action.md,developer,developer/hooks,hook,0,0,ok,
new:developer/hooks/actions/bricks-frontend-after_render_data,Action: bricks/frontend/after_render_data,https://academy-preview.bricksbuilder.io/developer/hooks/actions/bricks-frontend-after_render_data/,corpus/bricks-academy-preview/developer/hooks/actions/bricks-frontend-after_render_data.md,developer,developer/hooks,hook,0,0,ok,
new:developer/hooks/actions/bricks-frontend-before_render_data,Action: bricks/frontend/before_render_data,https://academy-preview.bricksbuilder.io/developer/hooks/actions/bricks-frontend-before_render_data/,corpus/bricks-academy-preview/developer/hooks/actions/bricks-frontend-before_render_data.md,developer,developer/hooks,hook,0,0,ok,
new:developer/hooks/actions/bricks-query-query_api_response,Action: bricks/query/query_api_response,https://academy-preview.bricksbuilder.io/developer/hooks/actions/bricks-query-query_api_response/,corpus/bricks-academy-preview/developer/hooks/actions/bricks-query-query_api_response.md,developer,developer/hooks,hook,0,0,ok,
new:developer/hooks/actions/bricks-query_filters-index_post-before,Action: bricks/query_filters/index_post/before,https://academy-preview.bricksbuilder.io/developer/hooks/actions/bricks-query_filters-index_post-before/,corpus/bricks-academy-preview/developer/hooks/actions/bricks-query_filters-index_post-before.md,developer,developer/hooks,hook,0,0,ok,
new:developer/hooks/actions/bricks-query_filters-index_user-before,Action: bricks/query_filters/index_user/before,https://academy-preview.bricksbuilder.io/developer/hooks/actions/bricks-query_filters-index_user-before/,corpus/bricks-academy-preview/developer/hooks/actions/bricks-query_filters-index_user-before.md,developer,developer/hooks,hook,0,0,ok,
new:developer/hooks/actions/bricks-render_popup_content-start,Action: bricks/render_popup_content/start,https://academy-preview.bricksbuilder.io/developer/hooks/actions/bricks-render_popup_content-start/,corpus/bricks-academy-preview/developer/hooks/actions/bricks-render_popup_content-start.md,developer,developer/hooks,hook,0,0,ok,
new:developer/hooks/actions/bricks-render_query_page-start,Action: bricks/render_query_page/start,https://academy-preview.bricksbuilder.io/developer/hooks/actions/bricks-render_query_page-start/,corpus/bricks-academy-preview/developer/hooks/actions/bricks-render_query_page-start.md,developer,developer/hooks,hook,0,0,ok,
new:developer/hooks/actions/bricks-render_query_result-start,Action: bricks/render_query_result/start,https://academy-preview.bricksbuilder.io/developer/hooks/actions/bricks-render_query_result-start/,corpus/bricks-academy-preview/developer/hooks/actions/bricks-render_query_result-start.md,developer,developer/hooks,hook,0,0,ok,
new:developer/hooks/filters/bricks-acf-filter_field_groups,Filter: bricks/acf/filter_field_groups,https://academy-preview.bricksbuilder.io/developer/hooks/filters/bricks-acf-filter_field_groups/,corpus/bricks-academy-preview/developer/hooks/filters/bricks-acf-filter_field_groups.md,developer,developer/hooks,hook,0,0,ok,
new:developer/hooks/filters/bricks-acf-google_map-address_parts,Filter: bricks/acf/google_map/address_parts,https://academy-preview.bricksbuilder.io/developer/hooks/filters/bricks-acf-google_map-address_parts/,corpus/bricks-academy-preview/developer/hooks/filters/bricks-acf-google_map-address_parts.md,developer,developer/hooks,hook,0,0,ok,
new:developer/hooks/filters/bricks-acf-google_map-show_as_address,Filter: bricks/acf/google_map/show_as_address,https://academy-preview.bricksbuilder.io/developer/hooks/filters/bricks-acf-google_map-show_as_address/,corpus/bricks-academy-preview/developer/hooks/filters/bricks-acf-google_map-show_as_address.md,developer,developer/hooks,hook,0,0,ok,
new:developer/hooks/filters/bricks-acf-google_map-text_output,Filter: bricks/acf/google_map/text_output,https://academy-preview.bricksbuilder.io/developer/hooks/filters/bricks-acf-google_map-text_output/,corpus/bricks-academy-preview/developer/hooks/filters/bricks-acf-google_map-text_output.md,developer,developer/hooks,hook,0,0,ok,
new:developer/hooks/filters/bricks-acf-taxonomy-show_as_link,Filter: bricks/acf/taxonomy/show_as_link,https://academy-preview.bricksbuilder.io/developer/hooks/filters/bricks-acf-taxonomy-show_as_link/,corpus/bricks-academy-preview/developer/hooks/filters/bricks-acf-taxonomy-show_as_link.md,developer,developer/hooks,hook,0,0,ok,
new:developer/hooks/filters/bricks-active_templates,Filter: bricks/active_templates,https://academy-preview.bricksbuilder.io/developer/hooks/filters/bricks-active_templates/,corpus/bricks-academy-preview/developer/hooks/filters/bricks-active_templates.md,developer,developer/hooks,hook,0,0,ok,
new:developer/hooks/filters/bricks-ajax-get_pages_args,Filter: bricks/ajax/get_pages_args,https://academy-preview.bricksbuilder.io/developer/hooks/filters/bricks-ajax-get_pages_args/,corpus/bricks-academy-preview/developer/hooks/filters/bricks-ajax-get_pages_args.md,developer,developer/hooks,hook,0,0,ok,
new:developer/hooks/filters/bricks-allowed_html_tags,Filter: bricks/allowed_html_tags,https://academy-preview.bricksbuilder.io/developer/hooks/filters/bricks-allowed_html_tags/,corpus/bricks-academy-preview/developer/hooks/filters/bricks-allowed_html_tags.md,developer,developer/hooks,hook,0,0,ok,
new:developer/hooks/filters/bricks-api-get_templates_data,Filter: bricks/api/get_templates_data,https://academy-preview.bricksbuilder.io/developer/hooks/filters/bricks-api-get_templates_data/,corpus/bricks-academy-preview/developer/hooks/filters/bricks-api-get_templates_data.md,developer,developer/hooks,hook,0,0,ok,
new:developer/hooks/filters/bricks-breadcrumbs-home_label,Filter: bricks/breadcrumbs/home_label,https://academy-preview.bricksbuilder.io/developer/hooks/filters/bricks-breadcrumbs-home_label/,corpus/bricks-academy-preview/developer/hooks/filters/bricks-breadcrumbs-home_label.md,developer,developer/hooks,hook,0,0,ok,
new:developer/hooks/filters/bricks-breadcrumbs-items,Filter: bricks/breadcrumbs/items,https://academy-preview.bricksbuilder.io/developer/hooks/filters/bricks-breadcrumbs-items/,corpus/bricks-academy-preview/developer/hooks/filters/bricks-breadcrumbs-items.md,developer,developer/hooks,hook,0,0,ok,
new:developer/hooks/filters/bricks-breadcrumbs-separator,Filter: bricks/breadcrumbs/separator,https://academy-preview.bricksbuilder.io/developer/hooks/filters/bricks-breadcrumbs-separator/,corpus/bricks-academy-preview/developer/hooks/filters/bricks-breadcrumbs-separator.md,developer,developer/hooks,hook,0,0,ok,
new:developer/hooks/filters/bricks-builder-current_page_type,Filter: bricks/builder/current_page_type,https://academy-preview.bricksbuilder.io/developer/hooks/filters/bricks-builder-current_page_type/,corpus/bricks-academy-preview/developer/hooks/filters/bricks-builder-current_page_type.md,developer,developer/hooks,hook,0,0,ok,
new:developer/hooks/filters/bricks-builder-data_post_id,Filter: bricks/builder/data_post_id,https://academy-preview.bricksbuilder.io/developer/hooks/filters/bricks-builder-data_post_id/,corpus/bricks-academy-preview/developer/hooks/filters/bricks-builder-data_post_id.md,developer,developer/hooks,hook,0,0,ok,
new:developer/hooks/filters/bricks-builder-dynamic_wrapper,Filter: bricks/builder/dynamic_wrapper,https://academy-preview.bricksbuilder.io/developer/hooks/filters/bricks-builder-dynamic_wrapper/,corpus/bricks-academy-preview/developer/hooks/filters/bricks-builder-dynamic_wrapper.md,developer,developer/hooks,hook,0,0,ok,
new:developer/hooks/filters/bricks-builder-first_element_category,Filter: bricks/builder/first_element_category,https://academy-preview.bricksbuilder.io/developer/hooks/filters/bricks-builder-first_element_category/,corpus/bricks-academy-preview/developer/hooks/filters/bricks-builder-first_element_category.md,developer,developer/hooks,hook,0,0,ok,
new:developer/hooks/filters/bricks-builder-post_title,Filter: bricks/builder/post_title,https://academy-preview.bricksbuilder.io/developer/hooks/filters/bricks-builder-post_title/,corpus/bricks-academy-preview/developer/hooks/filters/bricks-builder-post_title.md,developer,developer/hooks,hook,0,0,ok,
new:developer/hooks/filters/bricks-builder-supported_post_types,Filter: bricks/builder/supported_post_types,https://academy-preview.bricksbuilder.io/developer/hooks/filters/bricks-builder-supported_post_types/,corpus/bricks-academy-preview/developer/hooks/filters/bricks-builder-supported_post_types.md,developer,developer/hooks,hook,0,0,ok,
new:developer/hooks/filters/bricks-builder-term_name,Filter: bricks/builder/term_name,https://academy-preview.bricksbuilder.io/developer/hooks/filters/bricks-builder-term_name/,corpus/bricks-academy-preview/developer/hooks/filters/bricks-builder-term_name.md,developer,developer/hooks,hook,0,0,ok,
new:developer/hooks/filters/bricks-cmb2-checkbox_value,Filter: bricks/cmb2/checkbox_value,https://academy-preview.bricksbuilder.io/developer/hooks/filters/bricks-cmb2-checkbox_value/,corpus/bricks-academy-preview/developer/hooks/filters/bricks-cmb2-checkbox_value.md,developer,developer/hooks,hook,0,0,ok,
new:developer/hooks/filters/bricks-code-echo_everywhere,Filter: bricks/code/echo_everywhere,https://academy-preview.bricksbuilder.io/developer/hooks/filters/bricks-code-echo_everywhere/,corpus/bricks-academy-preview/developer/hooks/filters/bricks-code-echo_everywhere.md,developer,developer/hooks,hook,0,0,ok,
new:developer/hooks/filters/bricks-combined_search-post_ids,Filter: bricks/combined_search/post_ids,https://academy-preview.bricksbuilder.io/developer/hooks/filters/bricks-combined_search-post_ids/,corpus/bricks-academy-preview/developer/hooks/filters/bricks-combined_search-post_ids.md,developer,developer/hooks,hook,0,0,ok,
new:developer/hooks/filters/bricks-combined_search-term_ids,Filter: bricks/combined_search/term_ids,https://academy-preview.bricksbuilder.io/developer/hooks/filters/bricks-combined_search-term_ids/,corpus/bricks-academy-preview/developer/hooks/filters/bricks-combined_search-term_ids.md,developer,developer/hooks,hook,0,0,ok,
new:developer/hooks/filters/bricks-combined_search-user_ids,Filter: bricks/combined_search/user_ids,https://academy-preview.bricksbuilder.io/developer/hooks/filters/bricks-combined_search-user_ids/,corpus/bricks-academy-preview/developer/hooks/filters/bricks-combined_search-user_ids.md,developer,developer/hooks,hook,0,0,ok,
new:developer/hooks/filters/bricks-comments-author_tag,Filter: bricks/comments/author_tag,https://academy-preview.bricksbuilder.io/developer/hooks/filters/bricks-comments-author_tag/,corpus/bricks-academy-preview/developer/hooks/filters/bricks-comments-author_tag.md,developer,developer/hooks,hook,0,0,ok,
new:developer/hooks/filters/bricks-conditions-groups,Filter: bricks/conditions/groups,https://academy-preview.bricksbuilder.io/developer/hooks/filters/bricks-conditions-groups/,corpus/bricks-academy-preview/developer/hooks/filters/bricks-conditions-groups.md,developer,developer/hooks,hook,0,0,ok,
new:developer/hooks/filters/bricks-conditions-options,Filter: bricks/conditions/options,https://academy-preview.bricksbuilder.io/developer/hooks/filters/bricks-conditions-options/,corpus/bricks-academy-preview/developer/hooks/filters/bricks-conditions-options.md,developer,developer/hooks,hook,0,0,ok,
new:developer/hooks/filters/bricks-conditions-result,Filter: bricks/conditions/result,https://academy-preview.bricksbuilder.io/developer/hooks/filters/bricks-conditions-result/,corpus/bricks-academy-preview/developer/hooks/filters/bricks-conditions-result.md,developer,developer/hooks,hook,0,0,ok,
new:developer/hooks/filters/bricks-custom_fonts-mime_types,Filter: bricks/custom_fonts/mime_types,https://academy-preview.bricksbuilder.io/developer/hooks/filters/bricks-custom_fonts-mime_types/,corpus/bricks-academy-preview/developer/hooks/filters/bricks-custom_fonts-mime_types.md,developer,developer/hooks,hook,0,0,ok,
new:developer/hooks/filters/bricks-database-bricks_get_all_templates_by_type_args,Filter: bricks/database/bricks_get_all_templates_by_type_args,https://academy-preview.bricksbuilder.io/developer/hooks/filters/bricks-database-bricks_get_all_templates_by_type_args/,corpus/bricks-academy-preview/developer/hooks/filters/bricks-database-bricks_get_all_templates_by_type_args.md,developer,developer/hooks,hook,0,0,ok,
new:developer/hooks/filters/bricks-database-content_type,Filter: bricks/database/content_type,https://academy-preview.bricksbuilder.io/developer/hooks/filters/bricks-database-content_type/,corpus/bricks-academy-preview/developer/hooks/filters/bricks-database-content_type.md,developer,developer/hooks,hook,0,0,ok,
new:developer/hooks/filters/bricks-database-get_all_templates_cache_key,Filter: bricks/database/get_all_templates_cache_key,https://academy-preview.bricksbuilder.io/developer/hooks/filters/bricks-database-get_all_templates_cache_key/,corpus/bricks-academy-preview/developer/hooks/filters/bricks-database-get_all_templates_cache_key.md,developer,developer/hooks,hook,0,0,ok,
new:developer/hooks/filters/bricks-dynamic_data-allowed_keys,Filter: bricks/dynamic_data/allowed_keys,https://academy-preview.bricksbuilder.io/developer/hooks/filters/bricks-dynamic_data-allowed_keys/,corpus/bricks-academy-preview/developer/hooks/filters/bricks-dynamic_data-allowed_keys.md,developer,developer/hooks,hook,0,0,ok,
new:developer/hooks/filters/bricks-dynamic_data-author_value,Filter: bricks/dynamic_data/author_value,https://academy-preview.bricksbuilder.io/developer/hooks/filters/bricks-dynamic_data-author_value/,corpus/bricks-academy-preview/developer/hooks/filters/bricks-dynamic_data-author_value.md,developer,developer/hooks,hook,0,0,ok,
new:developer/hooks/filters/bricks-dynamic_data-format_value,Filter: bricks/dynamic_data/format_value,https://academy-preview.bricksbuilder.io/developer/hooks/filters/bricks-dynamic_data-format_value/,corpus/bricks-academy-preview/developer/hooks/filters/bricks-dynamic_data-format_value.md,developer,developer/hooks,hook,0,0,ok,
